"University","Program","Course","Title","Credits","Bulletin"
"Virginia Commonwealth University","Mathematics (Secondary Teacher)","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Mathematics (Secondary Teacher)","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Mathematics (Secondary Teacher)","MATH255","Introduction to Computational Mathematics","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. (A core course for mathematics/applied mathematics majors.) An introduction to computer algebra systems (CAS) and their use in mathematical, scientific and engineering investigations/computations. Introductory mathematical computer programming using a CAS, including implementation of problem-specific algorithms. MATH 291. Topics in Mathematics. 1-3 Hours. Semester course; 1-3 credits. May be repeated for credit. A study of selected topics in mathematics. See the Schedule of Classes for specific topics to be offered each semester and prerequisites."
"Virginia Commonwealth University","Mechanical Engineering","MATH300","Introduction to Mathematical Reasoning","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. (A core course for mathematics/applied mathematics majors.) An introduction to basic concepts of mathematical reasoning and the writing of proofs in an elementary setting. Direct, indirect and induction proofs. Illustrations of the concepts include basic proofs from mathematical logic, elementary set theory, elementary number theory, number systems, foundations of calculus, relations, equivalence relations, functions and counting with emphasis on combinatorial proofs. 758 Undergraduate courses"
"Virginia Commonwealth University","Mechanical Engineering","MATH307","Multivariate Calculus","4","4 lecture hours. 4 credits. Prerequisite: MATH 201 with a minimum grade of C. The calculus of vector-valued functions and of functions of more than one variable. Partial derivatives, multiple integrals, line integrals, surface integrals and curvilinear coordinates. Lagrange multipliers; theorems of Green, Gauss and Stokes. Applications."
"Virginia Commonwealth University","Mechanical Engineering","MATH310","Linear Algebra","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. Systems of linear equations, vector spaces, linear dependence, bases, dimensions, linear mappings, matrices, determinants, quadratic forms, orthogonal reduction to diagonal form, eigenvalues and geometric applications."
"Virginia Commonwealth University","Mechanical Engineering","MATH324","MATHEMATICAL PROBLEM SOLVING","3","3 lecture hours. 3 credits. Prerequisites: MATH 300 and  MATH 310, each with a minimum grade of C. A study of mathematical problem  solving in areas of mathematics related to secondary mathematics education.  Promotes the development of problem-solving skills through the use of  explicit strategies, reflective practice and collaborative reasoning. Also  provides the knowledge, skills and dispositions to support the development  of mathematical problem solving in secondary mathematics students. A course  designed for the secondary teacher preparation concentration."
"Virginia Commonwealth University","Mechanical Engineering","MATH404","Algebraic Structures and Functions","3","3 lecture hours. 3 credits. Prerequisites: MATH 300 and MATH 310, each with a minimum grade of C; one additional mathematical sciences course; and permission of instructor. Semigroups, groups, rings, integral domains and fields. Exponential, logarithmic and trigonometric functions. Graphing in parametric and polar coordinates. Arithmetic and geometric sequences and series."
"Virginia Commonwealth University","Mechanical Engineering","MATH407","Real Analysis","3","3 lecture hours. 3 credits. Prerequisite: MATH 300 with a minimum grade of C. Theoretical aspects of calculus. Topics include properties of real numbers, countable and uncountable sets, sequences and series, limits, continuity, derivatives, and Riemann integration."
"Virginia Commonwealth University","Mechanical Engineering","MATH424","MODELING WITH MATHEMATICS","3","3 lecture hours. 3 credits. Prerequisites: STAT 212,  MATH 255 and MATH 310, all with a minimum grade of C, or permission of  instructor. A study of mathematical modeling for teaching secondary  mathematics, including different types of and purposes for mathematical  models and designing modeling tasks. Provides the knowledge, skills and  dispositions to teach mathematical modeling. A course designed for the  secondary mathematics concentration."
"Virginia Commonwealth University","Mechanical Engineering","MATH430","The History of Mathematics","3","3 lecture hours. 3 credits. Prerequisites: MATH 300, MATH 307, MATH 310, and either MATH 301 or OPER 327, all with a minimum grade of C. Surveys major trends in the development of mathematics from ancient times through the 19th century and considers the cultural and social contexts of mathematical activity. "
"Virginia Commonwealth University","Mechanical Engineering","MATH490","Mathematical Expositions","3","3 lecture hours. 3 credits. Prerequisites: UNIV 200 or HONR 200 with a minimum grade of C. Enrollment is restricted to seniors in mathematical sciences with a minimum of 85 credit hours taken toward the degree. Required for all majors in the Department of Mathematics and Applied Mathematics. A senior capstone course in the major designed to help students attain proficiency in expository mathematical writing and oral presentation, which require the efficient and effective use of mathematics and the English language. Students will learn a variety of topics in mathematics, write reviews of selected award- winning mathematics papers and write a senior paper. MATH 492. Independent Study. 1-4 Hours. Semester course; variable hours. 1-4 credits. Maximum 4 credits per semester; maximum total of 6 credits. Generally open only to students of junior or senior standing who have acquired at least 12 credits in the departmental discipline. Determination of the amount of credit and permission of instructor and department chair must be procured prior to registration for the course. The student must submit a proposal for investigating some area or problem not contained in the regular curriculum. The results of the student's study will be presented in a report."
"Virginia Commonwealth University","Mechanical Engineering","MATH505","MODERN GEOMETRY","3","3 lecture hours. 3 credits. Prerequisites: MATH 300;  and MATH 307 or MATH 310, each with a minimum grade of C, or permission  of instructor. Topics in Euclidean and non-Euclidean geometries from a  modern viewpoint. A course geared toward students intending to teach  secondary mathematics. Military Sciences (MILS)"
"Virginia Commonwealth University","Mechanical Engineering","STAT212","Concepts of Statistics","3","3 lecture hours. 3 credits. Prerequisite: satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course, or MATH 151, MATH 200 or MATH 201. Introductory statistics course with an emphasis on descriptive statistics, correlation and regression, probability, normal distributions, t distributions, and statistical inference. Graphing calculators will be used extensively. A core course for mathematical sciences. Students may receive credit toward graduation for only one of STAT 206, STAT 208, STAT 210, STAT 212, STAT 312 or SCMA 301. STAT 291. Topics in Statistics. 1-3 Hours. Semester course; 1-3 lecture hours. 1-3 credits. A study of selected topics in statistics. Specific topics may fulfill general education requirements. See the Schedule of Classes for specific topics and prerequisites."
"Virginia Commonwealth University","Mechanical Engineering","CHEM101","General Chemistry I","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 139, MATH 141, MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU mathematics placement test within the one-year period immediately preceding the beginning of the course; and CHEM 100 with a minimum grade of B or satisfactory score on the chemistry placement exam/assessment within the one-year period immediately preceding the beginning of the course. Fundamental principles and theories of chemistry."
"Virginia Commonwealth University","Mechanical Engineering","CHEZ101","General Chemistry Laboratory I","1","1 lecture and 2 laboratory hours. 1 credit. Pre- or corequisite: CHEM 101. Experimental work correlated with CHEM 101 with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Mechanical Engineering","ECON205","The Economics of Product Development and Markets","3","3 lecture hours. 3 credits. An introduction to some of the fundamental economic concepts necessary to effectively operate in today's marketplace. Basic elements of microeconomics, net present value analysis and market strategy will be covered in class. The goal is to provide students with a better understanding of how to approach business problems and of proven problem-solving techniques. Intended for engineering students. Students may receive credit toward graduation for only one of the following three courses: ECON 203, ECON 205 or ECON 210."
"Virginia Commonwealth University","Mechanical Engineering","EGMN102","Engineering Statics","3","3 lecture hours. 3 credits. Prerequisite: MATH 200 with a minimum grade of C or permission of instructor. Corequisite: PHYS 207 or permission of instructor. The theory and application of engineering mechanics applied to the design and analysis of rigid structures. Equilibrium of two- and three-dimensional bodies. The study of forces and their effects. Applications to engineering systems."
"Virginia Commonwealth University","Mechanical Engineering","EGMN110","Engineering Visualization","2","1 lecture and 2 laboratory hours. 2 credits. Enrollment is restricted to mechanical engineering majors or with permission of the instructor. The creation and interpretation of graphical communication for engineering students. Two- and three-dimensional part an assembly representation. Dimensioning and tolerancing as a link between design and manufacturing. An introduction to solid modeling and virtual prototyping. The course will impart proficiency in computer-aided design applications of fundamental and practical importance to engineering students. EGMN 111. Great Inventions: How They Work and Their Impact on Society. 3 Hours. Semester course; 3 lecture hours. 3 credits. This course explores how creativity and innovation have led to a broad range of significant engineering inventions in areas such as engines, mechanical flight and rockets, electrification, engineering materials, mass production, industrial agriculture, computers, telecommunications, medical devices, refrigeration, and clean and sustainable energy, including nuclear energy. The course discusses the historical context for each invention, how the invention works and the impact of the invention on society."
"Virginia Commonwealth University","Mechanical Engineering","EGMN190","Introduction to Mechanical and Nuclear Engineering","1","1 lecture hour. 1 credit. The course will introduce students to the engineering profession, present basic mechanical and nuclear engineering concepts and include seminars presented by alumni, industry and experts in their fields."
"Virginia Commonwealth University","Mechanical Engineering","EGMN201","Dynamics and Kinematics","3","3 lecture hours. 3 credits. Prerequisites: PHYS 207, EGMN 102 and MATH 201, with a minimum grade of C in each, or permission of the instructor. Kinematics and kinetics of particles. Kinematics of rigid bodies; translation and fixed-axis rotation relative to translating axes, general planar motion, fixed-point rotation and general motion. Kinetics of rigid bodies: center of mass, mass moment of inertia, product of inertia, principal-axes, parallelaxes theorems. Planar motion, work-energy method. Design of cams, gears and linkages. "
"Virginia Commonwealth University","Mechanical Engineering","EGMN202","Mechanics of Deformables","3","3 lecture hours. 3 credits. Prerequisites: EGMN 102 and MATH 201, with a minimum grade of C in both, or permission of the instructor. An introductory course covering the mechanics of deformable solids. Subjects include stress, strain and constitutive relations; bending of beams; torsion; shearing; deflection of beams; column buckling; fatigue; failure theory; analysis and design of bar-type members."
"Virginia Commonwealth University","Mechanical Engineering","EGMN203","Mechanical and Nuclear Engineering Practicum","1","3 laboratory hours. 1 credit. Students will perform a sequence of laboratory modules designed to provide practical hands- on exposure to important topics, equipment and experimental methods in mechanical and nuclear engineering. Topics covered include additive manufacturing, radiation detection and measurement, radiation shielding, data acquisition and computer interfacing, coding for instrumentation control."
"Virginia Commonwealth University","Mechanical Engineering","EGMN204","Thermodynamics","3","3 lecture hours. 3 credits. Prerequisites: PHYS 207 and MATH 201 with a minimum grade of C in both, or permission of the instructor. Fundamental concepts of thermodynamics; first and second law of thermodynamics; entropy and equilibrium; equations of state; properties of pure fluids; molecular interpretation of thermodynamic properties; phase equilibria; work and heat; power cycles; chemical reactions."
"Virginia Commonwealth University","Mechanical Engineering","EGMN210","Computational Methods","2","1 lecture and 2 laboratory hours. 2 credits. Prerequisite: MATH 200 with a minimum grade of C. Enrollment is restricted to mechanical engineering majors or with permission of the instructor. This course focuses on engineering problem-solving skills using computational methods, including Excel and MATLAB programming. Topics include analytical and algorithmic solutions, data representation, pseudocodes, loops and logical branching, plotting data, finding the roots of equations, matrix mathematics, and solving simultaneous equations."
"Virginia Commonwealth University","Mechanical Engineering","EGMN300","Mechanical Systems Design","3","3 lecture hours. 3 credits. Prerequisites: EGMN 201 and EGMN 202, with a minimum grade of C in both, or permission of the instructor. Basic principles of applied mechanics and materials employed for the design of machine elements and mechanical systems; state of stress, deformation and failure criterion is applied to bearings, brakes, clutches, belt drives, gears, chains, springs, gear trains, power screws and transmissions. 678 Undergraduate courses"
"Virginia Commonwealth University","Mechanical Engineering","EGMN301","Fluid Mechanics","3","3 lecture hours. 3 credits. Prerequisites: PHYS 207 and EGMN 204, with a minimum grade of C in each, or permission of instructor. Corequisite: MATH 301 or permission of instructor. Basic and applied fluid mechanics; fluid properties; application of Bernoulli and Navier-Stokes equations; macroscopic mass, momentum and energy balances; dimensional analysis; laminar and turbulent flow; boundary layer theory; friction factors in pipes and packed beds; drag coefficients; compressible flow; flow measurements; numerical simulation; applications to the operation and design of turbo machinery."
"Virginia Commonwealth University","Mechanical Engineering","EGMN302","Heat Transfer","3","3 lecture hours. 3 credits. Prerequisites: EGMN 204 and EGMN 301, MATH 301 and MATH 307, with a minimum grade of C in each, or permission of instructor. This course includes an overview of the basic modes of heat transfer: conduction, convection and radiation. It provides an in-depth discussion of transient and steady-state heat conduction in one- , two- and three-dimensional space, and both analytical and numerical approaches are discussed. Additional concepts include free and forced convection in external and internal flow configurations."
"Virginia Commonwealth University","Mechanical Engineering","EGMN303","Thermal Systems Design","3","3 lecture hours. 3 credits. Prerequisites: MATH 301, EGMN 204 and EGMN 301, with a minimum grade of C in each, or permission of the instructor. Fundamentals of heat transfer, thermodynamics and fluid mechanics applied to the analysis, design, selection and application of energy conversion systems."
"Virginia Commonwealth University","Mechanical Engineering","EGMN309","Material Science for Engineers","3","3 lecture hours. 3 credits. Prerequisite: CHEM 101 or permission of instructor. The study of materials from a microscopic or atomic level. Consideration of mechanical, electrical, thermal, magnetic and optical properties of metals, ceramics, polymers and composites. Thermal processing for modification of properties, dislocation and phase transformation. Material selection for design with consideration of economic, environmental and societal issues. EGMN 311. Solid Mechanics Lab. 1.5 Hour. Semester course; 0.5 lecture and 3 laboratory hours. 1.5 credits. Prerequisites: EGMN 201 and EGMN 202, both with a minimum grade of C, or permission of the instructor. Corequisite: UNIV 200 or HONR 200. Experiments will be conducted on fundamental principles of solid mechanics, materials and dynamics. Topics covered include testing of materials for tensile, compression, bending and torsional loads, vibrations and material microstructure. EGMN 312. Thermal Sciences Lab. 1.5 Hour. Semester course; 0.5 lecture and 3 laboratory hours. 1.5 credits. Prerequisites: EGMN 301; and UNIV 200 or HONR 200, each with a minimum grade of C, or permission of the instructor. Experiments will be conducted on fundamental principles of fluid mechanics, thermodynamics and heat transfer. Topics covered include hydrostatics, Bernoulli equation, impact jets, aerodynamic force, heat pump thermodynamics cycles, heat exchangers and convection heat transfer."
"Virginia Commonwealth University","Mechanical Engineering","EGMN311","SOLID MECHANICS LAB","1","0.5 lecture and 3 laboratory hours. 1.5 credits. Prerequisites:  EGMN 201 and EGMN 202, both with a minimum grade of C, or permission of the  instructor. Corequisite: UNIV 200 or HONR 200. Experiments will be conducted  on fundamental principles of solid mechanics, materials and dynamics. Topics  covered include testing of materials for tensile, compression, bending and  torsional loads, vibrations and material microstructure."
"Virginia Commonwealth University","Mechanical Engineering","EGMN312","THERMAL SCIENCES LAB","1","0.5 lecture and 3 laboratory hours. 1.5 credits. Prerequisites:  EGMN 301; and UNIV 200 or HONR 200, each with a minimum grade of C, or permission  of the instructor. Experiments will be conducted on fundamental principles of fluid  mechanics, thermodynamics and heat transfer. Topics covered include hydrostatics,  Bernoulli equation, impact jets, aerodynamic force, heat pump thermodynamics cycles,  heat exchangers and convection heat transfer."
"Virginia Commonwealth University","Mechanical Engineering","EGMN315","Process and Systems Dynamics","3","3 lecture hours. 3 credits. Prerequisites: MATH 301, EGRE 206, EGMN 201 and PHYS 207, all with a minimum grade of C; or permission of instructor. Undergraduate course covering the analysis of chemical, fluid, mechanical and electrical dynamic systems. Pedagogically, a single approach is taught that applies to any of the systems in any of these disciplines using conservation equations and constitutive relationships to build the systems of differential equations needed for the analysis. The mathematical structures of the types of differential equations typically generated in dynamic physical systems are reviewed and both analytical and numerical solution techniques are taught. Finally, the tools used to develop control components for systems in these areas are covered along with the mathematical tools (e.g., Laplace transforms) needed for their analysis."
"Virginia Commonwealth University","Mechanical Engineering","EGMN321","Numerical Methods","3","3 lecture hours. 3 credits. Prerequisites: MATH 301; and EGMN 215 or EGMN 210, all with minimum grades of C, or permission of instructor. A study of numerical algorithms used in error analysis, computing roots of equations, solving linear algebraic equations, curve fitting, numerical differentiation and integration, numerical methods for ordinary differential equations and a brief introduction to numerical methods for partial differential equations. The course content is tailored for mechanical engineering applications."
"Virginia Commonwealth University","Mechanical Engineering","EGMN402","Senior Design Studio (Laboratory/Project Time)","2","6 laboratory hours. 2 credits. Prerequisite: UNIV 200 or HONR 200; EGMN 300 or EGMN 303; EGMN 420; and four courses from EGMN 300, EGMN 301, EGMN 302, EGMN 303, EGMN 315, EGMN 321, EGMN 352, EGMN 355, EGMN 416 and EGMN 421. All prerequisite courses must be completed with minimum grades of C. Enrollment is restricted to students with senior standing participating in a senior design (capstone) project. A minimum of six laboratory hours per week dedicated to the execution phase of the senior design (capstone) project, which should meet appropriate engineering standards and multiple realistic constraints. Tasks include team meetings, brainstorming, sponsor advising, designing, fabrications, assembling, reviewing, studying, researching, testing and validating projects."
"Virginia Commonwealth University","Mechanical Engineering","EGMN403","Senior Design Studio (Laboratory/Project Time)","2","Continuous course; 6 laboratory hours. 2 credits. Prerequisite: senior standing and participation in a senior design (capstone) project; EGMN 402. A minimum of six laboratory hours per week dedicated to continuing the execution phase of the senior design (capstone) project, which should meet appropriate engineering standards and multiple realistic constraints. Tasks include team meetings, brainstorming, sponsor advising, designing, fabrications, assembling, reviewing, studying, researching, testing and validating projects."
"Virginia Commonwealth University","Mechanical Engineering","EGMN416","Mechatronics","3","2 lecture and 3 laboratory hours. 3 credits. Prerequisite: EGRE 206 with a minimum grade of C, or permission of instructor. Lecture materials and laboratory experiments focus on the fundamentals of design-oriented mechanical, electrical and computer systems integration. Specifically, students learn analog and digital electronic design, data acquisition, transducers, actuator technologies and control, design with microprocessors and embedded electronics, and application of control theory."
"Virginia Commonwealth University","Mechanical Engineering","EGMN420","CAE Design","3","3 lecture hours. 3 credits. Prerequisites: EGMN 201 and either EGMN 215 or both EGMN 110 and EGMN 210, all with minimum grades of C, or permission of the instructor. Review of geometric modeling, engineering visualization tools applicable to engineering design. Develop visual thinking and communication skills with assistance of computer modeling tools. Emphasis placed on creative design, application of physical laws, and hands-on virtual or physical projects. Topics include review of kinematics/dynamics of commonly used planar mechanisms and programming techniques for motion simulation. Interdisciplinary projects will be assigned to assess students' design knowledge."
"Virginia Commonwealth University","Mechanical Engineering","EGMN421","CAE Analysis","3","2 lecture and 2 laboratory hours. 3 credits. Prerequisites: EGMN 202; either EGMN 215 or both EGMN 110 and EGMN 210; and MATH 301 and MATH 307, all with minimum grades of C, or permission of the instructor. Application of computer-aided techniques to the analysis of engineering problems utilizing linear algebra, computer calculations of matrices and numerical solution of governing differential equilibrium equations common to all fields of engineering. Students will be exposed to formulations of finite element methods of analysis. Emphasis is placed on practical aspects of structural FE modeling. Analysis programs such as ANSYS, MSC/PATRAN, MSC/NASTRAN and/ or MATLAB are utilized."
"Virginia Commonwealth University","Mechanical Engineering","EGRE206","Electric Circuits","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: MATH 200; and one of EGRE 101 or EGRB 102, or both EGMN 190 and EGMN 203, or both EGMN 102 and EGMN 190, as applicable per department, all with minimum grades of C. Corequisite: MATH 201. An introduction to electrical circuit theory and its application to practical direct and alternating current circuits. Topics include Kirchhoff's Laws (review from departmental prerequisites, as applicable), fundamental principles of network theorems, transient and steady- state response of RC, RL and RLC circuits by classical methods, time- domain and frequency-domain relationships, phasor analysis and power. Laboratory work, practical applications and integral laboratory demonstrations emphasize and illustrate the fundamentals presented in this course. 672 Undergraduate courses"
"Virginia Commonwealth University","Mechanical Engineering","ENGR296","Part-time Internship Experience","0","0 credit. Students may attempt this course a total of six times. Enrollment restricted to School of Engineering majors. The student works part time in an approved internship and must work a minimum of 90 hours, but less than 300 hours during the semester. The student works to meet learning objectives while gaining practical experience relevant to their major. The student completes assignments to document, assess and reflect on their learning experience. The supervisor and student both complete evaluations of the learning experience. Graded pass/fail."
"Virginia Commonwealth University","Mechanical Engineering","ENGR395","Professional Development","1","1 lecture and 1 workshop hour. 1 credit. Enrollment is restricted to majors in the School of Engineering. Professional development course to help prepare students to find a job and succeed in a professional environment, and specifically to work as an intern or in a cooperative education position. Topics covered include career paths; job searches; resume and cover letter writing; preparing for the interview; personal assessment of interests, values and strengths; networking; professional and ethical behavior on the job; overview of legal issues related to hiring, such as nondisclosure agreements and noncompete clauses; overview of personal finance management at the first job; workplace safety; and expectations and requirements for internships and cooperative education positions. 676 Undergraduate courses"
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","ENGR402","Senior Design Studio (Seminar)","1","Continuous courses; 1 lecture hour. 1-1 credit. Prerequisites: senior standing and participation in a senior design (capstone) project; completion of ENGR 402 to enroll in ENGR 403. This weekly seminar presents and discusses topics relevant to senior-level engineering students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing, project planning and management, scheduling resources and budgeting for technical projects, patents and intellectual property, quality systems (six sigma, ISO standards, statistical process control), entrepreneurship, creativity and innovation and professional registration."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","ENGR403","Senior Design Studio (Seminar)","1","Continuous courses; 1 lecture hour. 1-1 credit. Prerequisites: senior standing and participation in a senior design (capstone) project; completion of ENGR 402 to enroll in ENGR 403. This weekly seminar presents and discusses topics relevant to senior-level engineering students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing, project planning and management, scheduling resources and budgeting for technical projects, patents and intellectual property, quality systems (six sigma, ISO standards, statistical process control), entrepreneurship, creativity and innovation and professional registration."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","ENGR496","Internship Review","0","0 credits. Prerequisite: ENGR 296 or ENGR 396. Restricted to School of Engineering majors. This course is to be taken following the completion of a minimum of 300 hours of approved internship experience relevant to the student’s major and documents that a student has fulfilled all internship requirements, including a final evaluation by the employer, a final self-evaluation, a final report describing the experience and a final oral presentation about the experience. Graded pass/fail. ENGR 497. Vertically Integrated Projects. 1,2 Hour. Semester course; 3 or 6 laboratory hours. 1 or 2 credits. May be repeated for a maximum total of 8 credits Prerequisites: permission of the project faculty adviser. This course provides undergraduate students the opportunity to participate in multiyear, multidisciplinary projects under the guidance of faculty and graduate students in their areas of expertise. As they address research and development issues, students learn and practice many different professional skills, make substantial technical contributions to the project, and experience many different roles on a large, multidisciplinary design/discovery team. Students must earn a minimum of 4 credits in ENGR 497 with a minimum grade of C in order for these credits to be eligible to count toward a technical or departmental elective. More restrictive requirements may be imposed by individual departments."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","MATH301","Differential Equations","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. Solutions of ordinary differential equations of first order. Solutions of higher order linear differential equations with constant coefficients and variable coefficients by the methods of undetermined coefficients and variation of parameters, solutions by Laplace transforms and applications."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","MATH307","Multivariate Calculus","4","4 lecture hours. 4 credits. Prerequisite: MATH 201 with a minimum grade of C. The calculus of vector-valued functions and of functions of more than one variable. Partial derivatives, multiple integrals, line integrals, surface integrals and curvilinear coordinates. Lagrange multipliers; theorems of Green, Gauss and Stokes. Applications."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","MGMT310","Managing People in Organizations","3","3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Enrollment is restricted to students who have completed at least 54 credits (junior standing). Introduces students to the management of people in organizations, focusing on the managerial skills, knowledge and activities needed for a successful business operation. Topics include planning, organizing, staffing and leading; effectively utilizing human capital to achieve an organization’s objectives in today’s competitive environment. "
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","PHYS207","University Physics I","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: MATH 200 or permission of instructor. A vector- and calculus-based introduction to the fundamental concepts of mechanics, heat and wave motion."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","PHYS208","University Physics II","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: PHYS 207. Corequisite: MATH 201. A vector- and calculus- based introduction to the fundamentals of electricity, magnetism and optics."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","STAT441","Applied Statistics for Engineers and Scientists","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 or equivalent. An introduction to applied statistics intended primarily for students in engineering. The fundamental ideas about the collection and display of information, descriptive statistics and exploratory data analysis, elementary probability theory, frequency distributions, and sampling are covered. Other topics include tests of hypotheses and confidence intervals for one and two sample problems; ANOVA; principles of one-factor experimental designs including randomized complete block designs, fixed and random effects and multiple comparisons; correlation and linear regression analysis; control charts; contingency tables and goodness-of-fit. Statistical software is used extensively in this course, so a working knowledge of computers is necessary. Students may receive degree credit for only one of BIOS 543, STAT 441, STAT 541, STAT 543 or STAT 641."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","CHEM101","General Chemistry I","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 139, MATH 141, MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU mathematics placement test within the one-year period immediately preceding the beginning of the course; and CHEM 100 with a minimum grade of B or satisfactory score on the chemistry placement exam/assessment within the one-year period immediately preceding the beginning of the course. Fundamental principles and theories of chemistry."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","CHEZ101","General Chemistry Laboratory I","1","1 lecture and 2 laboratory hours. 1 credit. Pre- or corequisite: CHEM 101. Experimental work correlated with CHEM 101 with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","ECON205","The Economics of Product Development and Markets","3","3 lecture hours. 3 credits. An introduction to some of the fundamental economic concepts necessary to effectively operate in today's marketplace. Basic elements of microeconomics, net present value analysis and market strategy will be covered in class. The goal is to provide students with a better understanding of how to approach business problems and of proven problem-solving techniques. Intended for engineering students. Students may receive credit toward graduation for only one of the following three courses: ECON 203, ECON 205 or ECON 210."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN102","Engineering Statics","3","3 lecture hours. 3 credits. Prerequisite: MATH 200 with a minimum grade of C or permission of instructor. Corequisite: PHYS 207 or permission of instructor. The theory and application of engineering mechanics applied to the design and analysis of rigid structures. Equilibrium of two- and three-dimensional bodies. The study of forces and their effects. Applications to engineering systems."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN110","Engineering Visualization","2","1 lecture and 2 laboratory hours. 2 credits. Enrollment is restricted to mechanical engineering majors or with permission of the instructor. The creation and interpretation of graphical communication for engineering students. Two- and three-dimensional part an assembly representation. Dimensioning and tolerancing as a link between design and manufacturing. An introduction to solid modeling and virtual prototyping. The course will impart proficiency in computer-aided design applications of fundamental and practical importance to engineering students. EGMN 111. Great Inventions: How They Work and Their Impact on Society. 3 Hours. Semester course; 3 lecture hours. 3 credits. This course explores how creativity and innovation have led to a broad range of significant engineering inventions in areas such as engines, mechanical flight and rockets, electrification, engineering materials, mass production, industrial agriculture, computers, telecommunications, medical devices, refrigeration, and clean and sustainable energy, including nuclear energy. The course discusses the historical context for each invention, how the invention works and the impact of the invention on society."
"Virginia Commonwealth University","Mechanical Engineering (Nuclear Engineering)","EGMN190","Introduction to Mechanical and Nuclear Engineering","1","1 lecture hour. 1 credit. The course will introduce students to the engineering profession, present basic mechanical and nuclear engineering concepts and include seminars presented by alumni, industry and experts in their fields."
